loyalty_card_num,lifestage,premium_customer
203191,young families,premium
203192,retirees,premium
203193,retirees,budget
203194,midage singles / couples,mainstream
203195,older singles / couples,mainstream
203196,older singles / couples,budget
203197,retirees,budget
203198,midage singles / couples,mainstream
203199,older singles / couples,premium
203200,retirees,premium
203201,young families,mainstream
203202,retirees,premium
203203,retirees,budget
203204,older singles / couples,mainstream
203205,retirees,mainstream
203206,older singles / couples,mainstream
203207,young families,budget
203208,older singles / couples,mainstream
203209,young singles / couples,mainstream
203210,older families,mainstream
203211,midage singles / couples,mainstream
203212,retirees,mainstream
203213,older families,mainstream
203214,older singles / couples,budget
203215,midage singles / couples,premium
203216,retirees,mainstream
203217,retirees,premium
203218,older singles / couples,mainstream
203219,young singles / couples,mainstream
203220,midage singles / couples,budget
203221,older singles / couples,premium
203222,older singles / couples,mainstream
203223,retirees,budget
203224,retirees,premium
203225,older families,budget
203226,young families,budget
203227,midage singles / couples,premium
203228,older singles / couples,mainstream
203229,older singles / couples,premium
203230,older singles / couples,premium
203231,midage singles / couples,premium
203232,young singles / couples,budget
203233,midage singles / couples,mainstream
203234,young singles / couples,mainstream
203235,young singles / couples,mainstream
203236,young singles / couples,mainstream
203237,older singles / couples,budget
203238,older families,budget
203239,midage singles / couples,mainstream
203240,older singles / couples,budget
203241,midage singles / couples,mainstream
203242,young singles / couples,mainstream
203243,older singles / couples,mainstream
203244,young families,premium
203245,midage singles / couples,budget
203246,young singles / couples,mainstream
203247,older singles / couples,budget
203248,older singles / couples,premium
203249,young families,premium
203250,older singles / couples,mainstream
203251,older families,budget
203252,older families,premium
203253,young singles / couples,premium
203254,older families,premium
203255,young singles / couples,mainstream
203256,older singles / couples,mainstream
203257,retirees,budget
203258,retirees,premium
203259,older families,budget
203260,young singles / couples,mainstream
203261,older singles / couples,budget
203262,older singles / couples,budget
203263,retirees,budget
203264,older singles / couples,budget
203265,older singles / couples,premium
203266,midage singles / couples,mainstream
203267,new families,premium
203268,older singles / couples,premium
203269,retirees,mainstream
203270,young families,mainstream
203271,older singles / couples,budget
203272,older singles / couples,premium
203273,retirees,premium
203274,retirees,premium
203275,older singles / couples,budget
203276,young singles / couples,budget
203277,young singles / couples,mainstream
203278,older singles / couples,budget
203279,older singles / couples,budget
203280,retirees,premium
203281,older singles / couples,premium
203282,young singles / couples,premium
203283,older singles / couples,premium
203284,young families,budget
203285,young singles / couples,mainstream
203286,older singles / couples,budget
203287,new families,budget
203288,retirees,budget
203289,older families,budget
203290,older families,mainstream
203291,retirees,premium
203292,retirees,budget
203293,young singles / couples,premium
203294,retirees,premium
203295,retirees,mainstream
203296,midage singles / couples,premium
203297,young singles / couples,mainstream
203298,retirees,mainstream
203299,young singles / couples,budget
203300,young singles / couples,premium
203301,older families,premium
203302,older singles / couples,budget
203303,young families,premium
203304,retirees,premium
203305,older families,budget
203306,new families,premium
203307,midage singles / couples,budget
203308,older families,mainstream
203309,young singles / couples,mainstream
203310,young families,mainstream
203311,young singles / couples,mainstream
203312,midage singles / couples,mainstream
203313,retirees,mainstream
203314,retirees,mainstream
203315,older families,premium
203316,retirees,mainstream
203317,young singles / couples,budget
203318,older singles / couples,mainstream
203319,retirees,premium
203320,young families,premium
203321,older singles / couples,premium
203322,older families,premium
203323,young families,budget
203324,older singles / couples,premium
203325,young families,budget
203326,older families,mainstream
203327,young singles / couples,mainstream
203328,young singles / couples,mainstream
203329,young singles / couples,budget
203330,older singles / couples,budget
203331,young singles / couples,budget
203332,young families,premium
203333,young singles / couples,premium
203334,midage singles / couples,premium
203335,midage singles / couples,mainstream
203336,retirees,mainstream
203337,young families,mainstream
203338,retirees,budget
203339,midage singles / couples,mainstream
203340,young singles / couples,mainstream
203341,retirees,mainstream
203342,midage singles / couples,mainstream
203343,older families,mainstream
203344,young families,budget
203345,young singles / couples,mainstream
203346,retirees,premium
203347,older singles / couples,mainstream
203348,young singles / couples,mainstream
203349,retirees,budget
203350,older families,budget
203351,young families,budget
203352,retirees,budget
203353,older families,mainstream
203354,older singles / couples,budget
203355,retirees,mainstream
203356,young singles / couples,mainstream
203357,older singles / couples,mainstream
203358,young singles / couples,budget
